run_id,num_stories,num_bays_x,num_bays_z,story_height,bay_width_x,bay_width_z,G_k,Q_k,W_k,total_height_m,delta_sway_mm,delta_sway_lim_mm,util_sway,sway_status,beam_M_u_kNm,col_P_u_kN,optimal_beam_sec,optimal_col_sec,beam_mass_kg_m,col_mass_kg_m,beam_util_pct,col_util_pct,total_steel_weight_kg
263,2,1,1,3.79,4.96,6.48,11.31,6.61,19.87,7.58,59.48,15.16,3.9237,Fail,371.63,391.68,UB 457x191x67,UC 305x305x97,67.1,96.9,93.2,95.71,6008.5
264,1,2,2,3.69,4.97,6.79,12.5,12.76,2.02,3.69,0.96,7.38,0.1298,Pass,178.19,480.0,UB 356x171x45,UC 203x203x46,45.0,46.1,83.61,87.84,4706.18
265,1,1,2,3.57,6.21,4.22,5.24,4.23,12.5,3.57,9.02,7.14,1.2634,Fail,86.27,119.19,UB 305x165x40,UC 203x203x46,40.5,46.1,62.53,74.28,2425.62
266,4,3,2,3.85,7.43,4.38,18.2,2.55,5.29,15.4,28.09,30.8,0.9121,Pass,189.44,1380.02,UB 457x191x67,UC 254x254x89,67.1,89.0,67.85,96.0,43799.84
267,5,2,2,3.07,4.3,7.7,27.48,9.33,0.82,15.35,3.22,30.7,0.1048,Pass,286.61,3138.4,UB 406x178x54,UC 305x305x118,54.3,118.0,95.62,117.92,35849.7
268,3,1,1,3.88,7.01,6.85,14.96,3.0,4.06,11.64,32.14,23.28,1.3805,Fail,195.95,548.74,UB 406x178x54,UC 254x254x73,54.3,73.1,77.54,82.22,7919.12
269,2,3,2,4.02,6.16,5.54,23.49,12.28,17.23,8.04,29.9,16.08,1.8597,Fail,236.09,1247.59,UB 457x191x67,UC 305x305x97,67.1,96.9,66.65,89.97,22736.7
270,1,3,3,4.46,4.21,5.75,25.97,6.43,19.23,4.46,12.63,8.92,1.4159,Fail,144.75,471.26,UB 305x165x40,UC 203x203x60,40.5,60.0,84.22,92.71,9122.16
271,5,2,2,3.04,5.09,7.97,17.27,6.63,23.53,15.2,95.1,30.4,3.1283,Fail,545.75,2232.93,UB 533x210x82,UC 305x305x118,82.2,118.0,96.34,173.95,48348.36
272,4,1,3,3.88,5.52,7.09,12.38,5.2,1.84,15.52,21.23,31.04,0.684,Pass,129.13,1022.42,UB 305x165x40,UC 254x254x73,40.5,73.1,81.53,87.22,19544.54
273,3,1,2,4.07,6.54,6.96,12.92,3.39,0.13,12.21,1.2,24.42,0.049,Pass,108.66,729.58,UB 356x171x45,UC 203x203x60,45.0,60.0,88.37,93.15,10802.7
274,3,2,2,4.14,4.41,4.35,15.77,9.24,12.81,12.42,59.98,24.84,2.4147,Fail,308.07,970.7,UB 457x191x67,UC 305x305x118,67.1,118.0,77.26,92.66,23770.37
275,1,1,1,3.53,4.37,6.39,13.11,7.01,7.3,3.53,4.46,7.06,0.6313,Pass,88.77,161.16,UB 254x146x31,UC 203x203x46,31.1,46.1,89.24,57.55,1320.2
276,4,1,3,4.35,7.62,7.91,19.3,4.2,9.52,17.4,193.73,34.8,5.5669,Fail,676.43,1718.47,UB 610x229x101,UC 305x305x118,101.2,118.0,85.41,152.07,47975.71
277,2,2,2,3.4,4.58,4.67,11.9,5.9,19.57,6.8,23.14,13.6,1.7017,Fail,173.63,493.22,UB 356x171x45,UC 254x254x89,45.0,89.0,81.47,82.94,10441.8
278,3,2,1,4.08,5.98,6.47,16.45,3.76,0.17,12.24,0.91,24.48,0.0373,Pass,92.12,791.87,UB 356x171x45,UC 203x203x60,45.0,60.0,83.71,98.25,10255.95
279,4,2,3,3.57,7.45,5.76,15.77,12.71,16.28,14.28,95.37,28.56,3.3393,Fail,463.29,2194.32,UB 533x210x82,UC 305x305x118,82.2,118.0,81.78,147.69,56861.95
280,5,1,2,3.48,7.79,4.8,12.85,14.54,24.22,17.4,353.32,34.8,10.1528,Fail,1345.29,2154.51,UB 610x229x101,UC 305x305x118,101.2,118.0,169.86,259.29,33859.62
281,3,3,3,3.95,7.87,7.13,13.15,5.64,19.65,11.85,71.56,23.7,3.0194,Fail,329.88,1216.08,UB 457x191x67,UC 305x305x118,67.1,118.0,82.73,99.99,58606.8
282,3,1,3,3.3,7.99,4.72,24.19,2.35,18.18,9.9,89.99,19.8,4.5449,Fail,536.19,1063.24,UB 533x210x82,UC 305x305x118,82.2,118.0,94.65,111.24,24210.65
283,2,2,2,4.25,4.28,7.39,24.88,10.75,3.48,8.5,9.05,17.0,0.5325,Pass,273.98,1253.76,UB 406x178x54,UC 254x254x89,54.3,89.0,91.4,94.69,14412.67
284,3,1,2,3.99,6.86,7.16,6.85,14.88,11.98,11.97,102.98,23.94,4.3017,Fail,487.86,1167.68,UB 533x210x82,UC 305x305x118,82.2,118.0,86.12,110.37,20612.41
285,4,3,3,4.39,7.48,5.67,5.92,14.59,17.54,17.56,146.51,35.12,4.1717,Fail,495.98,1619.21,UB 533x210x82,UC 305x305x118,82.2,118.0,87.55,147.86,85037.92
286,5,3,3,4.37,4.44,4.99,21.62,4.16,15.32,21.85,145.42,43.7,3.3276,Fail,544.9,1705.91,UB 533x210x82,UC 305x305x118,82.2,118.0,96.19,159.34,87761.56
287,5,3,3,3.97,7.87,5.33,24.91,3.38,2.47,19.85,22.27,39.7,0.561,Pass,244.54,2596.23,UB 533x210x82,UC 305x305x118,82.2,118.0,68.04,108.09,102579.2
288,2,3,3,3.78,6.32,6.3,16.14,7.08,19.31,7.56,27.14,15.12,1.7949,Fail,192.88,847.48,UB 406x178x54,UC 254x254x89,54.3,89.0,73.47,91.54,27211.82
289,5,3,3,3.23,7.99,5.93,12.39,13.97,2.15,16.15,9.92,32.3,0.3073,Pass,229.62,2663.92,UB 533x210x82,UC 305x305x118,82.2,118.0,66.34,104.95,99144.64
290,2,2,2,3.51,7.14,6.08,13.71,3.27,18.05,7.02,29.0,14.04,2.0653,Fail,198.48,660.48,UB 406x178x54,UC 254x254x89,54.3,89.0,77.46,89.34,14237.17
291,4,2,1,3.45,7.24,4.46,26.23,10.42,16.93,13.8,86.87,27.6,3.1476,Fail,478.13,1976.6,UB 533x210x82,UC 305x305x118,82.2,118.0,84.4,138.21,23691.79
292,2,3,1,3.77,6.21,5.32,15.66,8.01,19.94,7.54,27.55,15.08,1.8271,Fail,194.81,601.11,UB 406x178x54,UC 254x254x89,54.3,89.0,71.05,82.37,11725.92
293,2,1,3,3.99,5.58,6.95,27.08,7.84,10.74,7.98,40.65,15.96,2.5469,Fail,282.24,1023.63,UB 406x178x54,UC 305x305x97,54.3,96.9,94.16,91.14,13138.67
294,1,3,1,3.31,7.01,7.23,6.56,3.32,21.8,3.31,5.55,6.62,0.8381,Pass,80.51,150.57,UB 305x165x40,UC 203x203x46,40.5,46.1,93.84,60.9,4095.42
295,2,2,2,3.3,4.46,6.68,17.24,14.56,7.84,6.6,8.28,13.2,0.6271,Pass,200.35,1077.1,UB 356x171x45,UC 254x254x73,45.0,73.1,94.01,88.76,10357.74
296,4,3,2,3.88,5.39,7.38,20.43,12.58,17.65,15.52,81.64,31.04,2.6301,Fail,402.38,2485.53,UB 533x210x82,UC 305x305x118,82.2,118.0,71.03,150.35,57338.76
297,3,3,3,3.13,4.54,4.47,12.63,4.38,17.34,9.39,21.45,18.78,1.1421,Fail,169.31,658.75,UB 305x165x40,UC 254x254x89,40.5,89.0,98.51,81.09,26507.94
298,5,2,2,3.89,6.3,5.69,17.17,8.99,22.98,19.45,242.63,38.9,6.2373,Fail,877.31,2261.93,UB 610x229x101,UC 305x305x118,101.2,118.0,110.77,247.09,57057.54
299,2,3,1,3.73,4.56,5.26,16.28,2.7,8.98,7.46,10.61,14.92,0.7109,Pass,86.04,382.29,UB 254x146x31,UC 203x203x46,31.1,46.1,95.65,98.35,5761.73
300,1,2,1,3.29,5.54,6.25,21.33,7.32,12.29,3.29,3.92,6.58,0.5955,Pass,135.33,366.52,UB 356x171x45,UC 203x203x46,45.0,46.1,94.36,88.46,2750.96
301,4,2,1,3.12,4.12,7.04,12.3,5.57,13.44,12.48,36.43,24.96,1.4597,Fail,256.39,761.27,UB 406x178x54,UC 305x305x97,54.3,96.9,85.54,90.37,15422.59
302,2,2,3,4.11,7.06,6.2,7.83,3.48,19.38,8.22,53.98,16.44,3.2835,Fail,245.24,437.52,UB 406x178x54,UC 305x305x97,54.3,96.9,81.81,87.14,21751.82
303,3,3,1,4.14,5.77,4.87,15.63,11.57,16.34,12.42,60.51,24.84,2.4361,Fail,302.31,968.12,UB 457x191x67,UC 305x305x118,67.1,118.0,75.81,87.21,22614.81
304,2,2,1,3.67,5.39,7.27,15.98,14.92,19.39,7.34,32.21,14.68,2.194,Fail,231.01,818.19,UB 406x178x54,UC 305x305x97,54.3,96.9,77.07,85.8,8977.46
305,2,1,3,3.88,5.4,6.84,20.82,4.16,3.48,7.76,11.78,15.52,0.7587,Pass,152.24,691.73,UB 356x171x45,UC 203x203x60,45.0,60.0,76.19,96.53,9362.4
306,2,1,1,3.86,6.13,6.39,9.21,14.73,7.32,7.72,25.77,15.44,1.669,Fail,195.69,464.32,UB 406x178x54,UC 254x254x73,54.3,73.1,69.12,80.44,4976.67
307,5,2,3,4.48,6.72,4.38,29.07,12.21,22.97,22.4,408.49,44.8,9.1182,Fail,1204.02,3249.03,UB 610x229x101,UC 305x305x118,101.2,118.0,152.02,341.63,78867.48
308,3,3,1,4.05,4.53,4.58,13.05,5.22,21.09,12.15,65.37,24.3,2.6901,Fail,333.71,539.25,UB 457x191x67,UC 305x305x118,67.1,118.0,83.69,86.46,20628.75
309,4,2,1,3.87,5.07,5.66,16.3,10.24,22.0,15.48,139.49,30.96,4.5054,Fail,638.92,1191.72,UB 610x229x101,UC 305x305x118,101.2,118.0,80.67,167.27,26042.69
310,1,2,3,4.12,6.78,7.51,16.37,8.34,14.55,4.12,11.22,8.24,1.3616,Fail,190.27,533.45,UB 406x178x54,UC 254x254x73,54.3,73.1,96.52,71.0,10229.43
311,1,3,2,3.95,6.79,7.4,24.89,7.17,24.2,3.95,11.55,7.9,1.4614,Fail,260.51,689.99,UB 457x191x67,UC 254x254x73,67.1,73.1,80.01,88.08,11537.74
